acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
11,-2,64,-15,-53,-73,-39,-29,-15,263,-52
22,18,49,-16,-42,-97,2,-7,-13,263,-2
0,-17,52,-3,-40,-90,-48,-35,-20,263,47
35,-30,36,-7,-60,-75,-29,-70,-22,263,97
-3,-4,-34,-85,-54,-98,-428,-282,-238,263,147
-91,75,177,93,-28,-40,80,-223,16,263,-122
44,162,199,-70,-90,-112,269,-41,294,263,-72
191,540,-246,-45,-19,-116,247,-292,74,263,-22
306,479,-426,10,-12,-100,-16,-450,-35,263,27
391,677,-542,-13,-8,-66,-95,-226,2,263,77
564,1491,-917,-2,-48,-95,-104,-14,-83,263,127
1010,2226,-1807,0,-22,-122,211,76,-47,263,-143
1474,1140,-1775,-102,-126,-122,-427,-161,-52,263,-93
2085,244,-1541,74,33,-7,554,275,-39,263,-43
2751,-150,-1312,-8,-8,-109,225,499,77,263,6
2946,-152,-972,-40,29,-220,326,560,93,263,56
3587,-108,-750,15,0,-52,-250,209,-38,263,106
3611,-172,-847,7,-53,78,-82,192,-34,263,156
3652,-252,-953,8,-53,-19,-7,185,-62,263,-113
3703,-252,-936,22,-71,-70,-11,59,-88,263,-63
3631,-284,-917,6,-57,-67,22,42,-50,263,-13
3720,-285,-890,9,-16,-41,-58,5,-59,263,36
3730,-253,-960,9,-12,-21,54,-71,-16,263,86
3672,-267,-935,9,-31,2,108,-69,-16,263,136
3662,-270,-925,17,-33,-35,126,-62,-21,263,-133
3617,-244,-918,19,-35,-44,114,-45,-37,263,-83
3446,-252,-909,8,-43,-48,-12,-80,-6,263,-33
3159,-212,-962,33,-22,-9,-97,-54,-48,263,16
3093,-88,-946,18,22,-69,-217,244,14,263,66
2689,401,-752,-77,15,-156,-290,445,233,263,116
1801,1306,-311,86,-65,-13,-269,-18,-2,263,-153
998,1141,215,-47,-130,6,-252,-207,-66,263,-103
310,1184,244,-13,-38,-64,-11,-109,-104,263,-53
-10,1013,252,-37,-20,-72,108,-4,-83,263,-3
4,434,90,-13,-6,-65,184,36,-103,263,46
80,248,85,-5,2,-64,45,-28,-82,263,96
82,63,47,-4,-1,-54,-62,2,-57,263,146
9,39,45,-6,-14,-32,-51,77,-59,263,-124
19,14,27,14,0,-34,-14,138,-36,263,-74
61,93,68,15,-43,9,280,135,8,263,-24
82,66,59,33,-64,31,470,24,-50,263,25
74,84,-26,17,35,-141,6,-219,-51,263,75
37,100,14,-58,19,-104,-791,-341,140,263,125
61,81,64,-65,-10,-53,-798,-230,146,263,-144
41,134,45,-50,11,-11,-532,30,75,263,-94
30,117,21,-62,-3,-18,-223,109,-1,263,-44
-10,85,-14,-91,28,-164,-73,93,-42,263,5
-21,19,-116,-97,59,-254,-137,120,-77,263,55
62,-60,-86,-8,37,-208,-130,-89,-145,263,105
-41,56,-190,-85,68,-220,-57,-141,6,263,155
-147,76,-223,-233,116,-75,-107,-46,82,263,-114
-25,-15,198,-177,76,-67,-26,-44,32,263,-64
10,0,-88,-75,26,-141,116,-44,-66,263,-14
31,67,-55,-75,15,-156,346,-155,-116,263,35
19,66,-101,-110,49,-253,389,15,-125,263,85
-116,130,-53,-138,3,-186,-293,-77,-3,263,135
76,130,18,2,8,-77,468,-48,2,263,-135
34,76,-14,-59,11,-111,344,-32,84,263,-85
43,-67,-54,-62,10,-137,312,-80,-1,263,-35
48,-65,-56,-69,47,-183,-724,-107,-94,263,14
41,83,74,-39,-18,-81,-750,-135,23,263,64
