acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
-530,-5078,-1623,122,3007,-270,-1146,-387,28,263,-61
-176,-2882,-1253,1477,1482,-659,-394,-456,-157,263,-11
915,828,-392,1745,674,-788,-1160,316,264,263,38
612,1783,-459,1186,-544,-887,-613,507,-160,263,88
-502,2601,164,364,-1520,-835,-957,-200,-350,263,138
-1513,1832,901,-991,-2410,405,-101,-951,-250,263,-132
74,983,3846,1434,-2576,6463,-1305,811,426,263,-82
-285,788,2450,-42,-2116,1073,973,-2243,-142,263,-32
-6,1706,1207,-832,-2605,289,336,-198,-44,263,17
537,2048,388,851,-1856,-1010,57,453,-45,263,67
208,1325,-389,175,412,-1469,609,-168,-222,263,117
1150,-6019,-756,-250,6225,79,960,670,-124,263,-152
1867,-1727,-837,1658,2909,-604,-835,392,98,263,-102
2643,2767,-742,2814,-1993,-1593,18,238,38,263,-52
4074,2835,-694,4179,-498,-773,-282,-327,-94,263,-2
2030,-1772,-39,1700,2185,-26,94,-75,-115,263,47
2396,-4754,-974,1236,5009,-558,-43,-224,-18,263,97
2080,-2183,-1007,1827,2568,-705,-158,-62,125,263,147
972,-308,-812,737,-413,-859,0,-84,85,263,-122
-507,1591,-455,-484,-1982,-202,-241,-248,59,263,-72
-836,1840,67,-901,-1568,-65,-342,-446,43,263,-22
-585,2184,1685,-379,-2095,1207,-1060,1324,238,263,27
358,1708,2123,828,-1597,3601,-972,-1763,-150,263,77
-321,2052,895,-160,-1870,1135,1845,562,-195,263,127
-122,2065,309,144,-2245,563,668,-264,-10,263,-143
896,1523,-401,609,-2123,-210,107,-29,44,263,-93
1351,-239,-641,899,172,-918,345,-91,-45,263,-43
1704,-3969,-613,234,5338,155,337,187,-60,263,6
2275,-3395,-252,1611,3236,130,-250,273,-4,263,56
3855,1693,-680,3137,-347,-487,114,189,-66,263,106
4173,1358,-776,4297,-2049,-1039,69,-195,38,263,156
2825,-1610,-287,3144,960,-167,-89,66,174,263,-113
2038,-4324,-570,974,4866,-683,199,19,98,263,-63
1656,-3023,-809,1306,2309,-668,-41,-56,9,263,-13
3,632,-237,652,143,-291,-200,23,12,263,36
-644,1776,-115,-658,-1799,61,-395,-36,-49,263,86
-1546,2167,175,-1396,-1855,1294,-291,-309,-90,263,136
