acc1x,acc1y,acc1z,acc2x,acc2y,acc2z,acc3x,acc3y,acc3z,curr,volt
-29,197,-381,-464,1845,1782,-954,1184,-2,263,88
-81,20,-276,199,208,-57,305,480,-58,263,138
-499,217,-36,-34,175,33,172,-82,833,263,-132
94,-141,-154,-274,-204,173,360,-57,172,263,-82
-32,-72,-265,-5,4,137,-295,-50,-312,263,-32
-79,97,-287,117,22,303,-87,-4,-502,263,17
73,94,-197,120,107,183,-307,606,-650,263,67
-320,17,-24,272,371,36,-241,-200,-213,263,117
8,27,-225,-22,457,523,264,-91,-2,263,-152
-164,83,-203,-80,724,512,83,328,151,263,-102
-844,365,-67,-600,183,338,-189,514,579,263,-52
-18,262,223,-844,-632,-59,340,52,36,263,-2
537,-651,102,422,-54,-385,401,-622,38,263,47
182,-284,304,-113,-71,-311,21,-108,21,263,97
-112,-442,58,-289,-260,-14,-278,697,-924,263,147
-289,-35,280,80,147,-87,177,-345,-213,263,-122
-248,-157,-78,-125,67,90,157,-674,188,263,-72
-109,-170,-107,-142,165,79,168,-715,339,263,-22
-16,-91,-69,92,161,-78,-206,-678,579,263,27
-52,-321,149,-193,-26,-106,-533,-279,829,263,77
-12,-542,164,-278,-46,-301,-205,-349,227,263,127
313,-504,151,105,116,-378,-74,-226,-103,263,-143
-598,-241,340,-401,-192,-262,98,-566,-588,263,-93
-852,325,325,-1011,-406,-60,404,-1102,-390,263,-43
-99,16,-469,149,256,409,-228,84,-144,263,6
322,141,-592,-129,850,806,-628,800,-164,263,56
-267,145,-405,77,501,171,-149,127,-266,263,106
-129,105,-312,-38,322,21,99,489,290,263,156
-210,-57,-185,-18,228,-124,213,19,741,263,-113
-164,-178,-279,-166,-104,134,428,-178,235,263,-63
36,-108,-337,-105,80,224,364,-124,-67,263,-13
20,-74,-302,-118,111,106,-20,188,-421,263,36
-28,-13,-234,13,264,-67,-192,392,-611,263,86
-399,102,-141,-80,102,39,-193,340,-235,263,136
-200,112,-205,111,278,191,122,61,355,263,-133
-81,26,-220,189,129,450,517,-134,471,263,-83
-126,43,-91,40,252,357,505,454,425,263,-33
-149,-259,242,-455,-95,343,-389,476,632,263,16
-72,-239,486,-712,-412,-43,296,-163,210,263,66
687,-716,240,102,9,-550,15,65,156,263,116
292,-574,286,-178,-154,-382,-144,186,-181,263,-153
41,-397,-22,-276,-180,-185,-120,180,-857,263,-103
-469,-56,254,34,-168,87,-108,-191,-295,263,-53
-130,-357,514,160,231,-84,152,-797,515,263,-3
-158,-606,602,-355,12,-157,-219,-213,1114,263,46
42,-514,61,-242,36,-330,-5,218,907,263,96
249,-446,-121,-115,30,-293,-172,246,90,263,146
337,-665,114,193,135,-365,-224,-48,-218,263,-124
-197,-447,478,-814,-517,-12,439,-883,-595,263,-74
-1020,36,840,-770,-385,-303,432,-1147,-238,263,-24
177,177,-385,96,-190,74,111,-50,-538,263,25
98,481,-496,-524,1771,1463,-716,920,-519,263,75
-172,244,-225,253,160,-205,555,227,-440,263,125
-100,82,-217,-69,256,107,-49,-114,-3,263,-144
-91,-195,-169,-83,40,30,-214,-665,235,263,-94
86,-173,-329,-29,-20,279,-233,-200,-409,263,-44
-46,81,-327,-58,80,143,-267,421,-570,263,5
-263,127,-249,63,284,65,-593,334,-446,263,55
-92,82,-252,-3,424,302,-269,223,-237,263,105
-156,74,-317,-55,527,413,-49,-72,10,263,155
-137,-156,-335,130,512,205,-80,366,340,263,-114
-380,-436,-11,-630,-465,249,-559,513,555,263,-64
-533,-326,449,-284,-218,-280,409,-453,181,263,-14
474,-702,261,392,127,-350,276,-1128,229,263,35
284,-373,64,46,-53,-358,486,61,142,263,85
74,-365,-47,-465,-181,-145,-311,1214,-781,263,135
-343,-269,155,3,79,-185,275,185,-54,263,-135
-275,-402,245,-73,54,3,-137,-229,221,263,-85
-164,-525,191,-183,89,-36,-169,-392,442,263,-35
60,-470,193,-185,182,-244,-80,50,272,263,14
254,-531,196,24,27,-538,-89,168,138,263,64
424,-699,114,-183,-96,-615,-206,179,-170,263,114
-1393,203,520,-1233,-716,-167,202,65,-264,263,-155
-14,-276,-496,73,168,86,-636,-331,-139,263,-105
116,18,-442,-20,1032,1932,338,569,-485,263,-55
-3,42,-525,283,360,-256,150,34,-489,263,-5
-205,114,-332,6,307,73,338,106,-102,263,44
